epoch,runtime,test-acc
1,35.759647369384766,8.719721794128418
2,71.29642486572266,8.741464614868164
3,104.80741119384766,9.014245986938477
4,140.29544067382812,8.696824073791504
5,178.948974609375,8.825406074523926
6,210.13131713867188,8.55247688293457
7,252.3400115966797,8.513955116271973
8,282.87957763671875,8.258296966552734
9,319.4479675292969,8.149199485778809
10,358.6624755859375,8.274081230163574
11,388.5791931152344,8.695935249328613
12,430.88787841796875,8.733220100402832
13,464.5276184082031,8.489265441894531
14,504.97308349609375,8.856132507324219
15,534.7694091796875,8.964040756225586
16,565.8485717773438,9.063040733337402
17,600.70068359375,9.112709999084473
18,636.4993286132812,9.335271835327148
19,671.4913330078125,9.425764083862305
20,710.3754272460938,9.50196647644043
21,748.73828125,9.542160987854004
22,784.4627075195312,9.596709251403809
23,822.47509765625,9.623335838317871
24,858.6444091796875,9.626527786254883
25,900.3091430664062,9.685680389404297
26,922.4380493164062,9.69057559967041
27,950.0477294921875,9.707677841186523
28,994.2420043945312,9.907251358032227
29,1044.9296875,9.903274536132812
30,1081.5062255859375,10.08212661743164
31,1128.6112060546875,10.075542449951172
32,1172.5435791015625,10.085789680480957
33,1200.3375244140625,10.299005508422852
34,1221.755126953125,10.333636283874512
35,1257.602783203125,10.23724365234375
36,1300.5670166015625,10.231318473815918
37,1343.72412109375,10.221426010131836
38,1372.7191162109375,10.224366188049316
39,1403.6331787109375,10.2367582321167
40,1438.9107666015625,10.272734642028809
41,1464.1845703125,10.276469230651855
42,1510.4232177734375,10.147611618041992
43,1536.78271484375,10.150336265563965
44,1587.7760009765625,10.21812915802002
45,1615.30029296875,10.151013374328613
46,1637.34326171875,10.159398078918457
47,1685.0439453125,10.163060188293457
48,1729.598876953125,10.17446517944336
49,1763.695556640625,10.16482162475586
50,1797.0731201171875,10.179946899414062
51,1837.30029296875,10.143482208251953
52,1872.4058837890625,10.142062187194824
53,1912.4283447265625,10.127936363220215
54,1933.528564453125,10.113906860351562
55,1965.796875,10.15343952178955
56,2013.1851806640625,10.237871170043945
57,2037.0693359375,10.220990180969238
58,2122.61767578125,10.251212120056152
59,2149.810791015625,10.267716407775879
60,2172.49267578125,10.254545211791992
61,2218.9912109375,10.323779106140137
62,2213.448486328125,10.359703063964844
63,2254.896240234375,10.402698516845703
64,2288.42138671875,10.448660850524902
65,2348.155517578125,10.452662467956543
66,2347.40869140625,10.441298484802246
67,2355.546875,10.370338439941406
68,2373.5576171875,10.361528396606445
69,2437.712158203125,10.35592269897461
70,2460.84228515625,10.376415252685547
71,2497.308349609375,10.379175186157227
72,2542.359619140625,10.394333839416504
73,2586.322509765625,10.37651252746582
74,2659.059814453125,10.389735221862793
75,2650.99951171875,10.399114608764648
76,2717.401611328125,10.4189453125
77,2727.047607421875,10.452259063720703
78,2785.16064453125,10.41612720489502
79,2771.578857421875,10.52701473236084
80,2817.78271484375,10.527368545532227
81,2822.596435546875,10.531712532043457
82,2876.653076171875,10.533873558044434
83,2883.389404296875,10.538798332214355
84,2962.941162109375,10.545815467834473
85,2982.590087890625,10.538764953613281
86,3033.1708984375,10.542200088500977
87,3074.0947265625,10.593472480773926
88,3074.0947265625,10.637981414794922
89,3083.237060546875,10.597880363464355
90,3107.239501953125,10.581852912902832
91,3111.28076171875,10.58859920501709
92,3166.094482421875,10.622648239135742
